"creator_nickname","creator_followers","creator_hearts_total","creator_video_count","creator_bio","creator_bio_link","creator_page_url","video_url","plays","likes","comments"
"Renee",3367,1200000,182,,,"https://www.tiktok.com/@renee_shelby","https://www.tiktok.com/@renee_shelby/video/7472610248138689838",18300,2271,9
"Carms",184500,10300000,1765,"very funny, very diabetic jaz@mgmt.com.au",,"https://www.tiktok.com/@zigs_mom","https://www.tiktok.com/@zigs_mom/video/7232936336347467009",142100,4705,0
"af",767,29600,123,,,"https://www.tiktok.com/@ariellemill","https://www.tiktok.com/@ariellemill/video/7474480873400749354",21300,865,22
"Jessica Stocker",288800,33700000,2087,"Inquiries: Marissa@creatorsconcierge.com ⬇️ Jacob's Hair Paste ⬇️",,"https://www.tiktok.com/@jessica.stocker","https://www.tiktok.com/@jessica.stocker/video/7425750200653729054",18100,330,9
"tinmargarcia",369,94100,104,"My personal blog :)) 💛 Instagram: Tinmar.garcia",,"https://www.tiktok.com/@tinmargarcia","https://www.tiktok.com/@tinmargarcia/video/7544392212314983694",392600,85100,438
"Lauren",17100,2300000,398,"Yappin about things I care about Collab: pinkponypolitics@gmail.com",,"https://www.tiktok.com/@pinkponypolitics","https://www.tiktok.com/@pinkponypolitics/video/7554545325030051086",970,118,4
"Josh Yang",510300,30700000,273,"insta: joshieyangg ✉️: joshie@starlinemgmt.com",,"https://www.tiktok.com/@joshieyangg","https://www.tiktok.com/@joshieyangg/video/7273336565592771886",4200000,432100,1513
"sagittarius shawty",13000,1100000,119,"This is my personal diary and intrusive thoughts 💭",,"https://www.tiktok.com/@whyyoulookinmeup","https://www.tiktok.com/@whyyoulookinmeup/video/7534117761849609486",106500,16300,426
"MJ Gray",415600,28800000,1532,"#supermodelbillionaire s.jacobs@bep-la.com",,"https://www.tiktok.com/@texasgardenfairy","https://www.tiktok.com/@texasgardenfairy/video/7404683775210360110",219600,30100,2915
"🦄",22900,5200000,306,,,"https://www.tiktok.com/@unicornsparklefarts41","https://www.tiktok.com/@unicornsparklefarts41/video/7545531654954175774",10700,1552,6
"Karissa Livia",511700,29000000,321,"Mom & Son 💁🏻‍♀️🧑🏼‍🦯",,"https://www.tiktok.com/@karissalivia","https://www.tiktok.com/@karissalivia/video/7467003731372936453",1300000,129500,1815
"KG 🪽",349600,6800000,1481,"LEO 🦁 • OH ➡️ FL📍 🩷THIS IS MY ONLY PAGE🩷 business email: askkaylou@gmail.com",,"https://www.tiktok.com/@theofficialkaylou","https://www.tiktok.com/@theofficialkaylou/video/6913701490582408453",643500,143900,2107
"yuri",1689,350400,26,"katseye stole my heart Sophia noticed : 7x Megan noticed : 1x",,"https://www.tiktok.com/@yuriate","https://www.tiktok.com/@yuriate/video/7454005031159762182",156500,28100,55
"Kailee",4478,2700000,128,"(Just relatable) Even what seems like an unanswered prayer is a answered prayer",,"https://www.tiktok.com/@secret.8176","https://www.tiktok.com/@secret.8176/video/7535705160782236942",722500,121700,506
"authorkendallcatherine",70300,5100000,107,"you are loved!! Please Be Careful With My Heart on amazon now!",,"https://www.tiktok.com/@kendall_catherine","https://www.tiktok.com/@kendall_catherine/video/7472905952514051358",757200,156800,487
"urfav",199,294400,67,"Thank you for finding me funny.",,"https://www.tiktok.com/@urfav8999","https://www.tiktok.com/@urfav8999/video/7537073586717117710",1863,360,2
"🐞",1230,332700,92,"secret 🤫",,"https://www.tiktok.com/@saidwhatforwhyy","https://www.tiktok.com/@saidwhatforwhyy/video/7525215307443555639",8202,622,0
"Tay | healing journey",37800,1800000,2430,"From rock bottom to main character🖤healing, caffeinated & unbothered.",,"https://www.tiktok.com/@tay.bay.bay0","https://www.tiktok.com/@tay.bay.bay0/video/7547132417925008654",620,42,3
"actually secret",143,267000,79,"this is basically everything i can't post other acct",,"https://www.tiktok.com/@actually.secret72","https://www.tiktok.com/@actually.secret72/video/7510469244430077215",12900,1659,13
"lys",30300,2600000,864,"advocate for the never STFU community",,"https://www.tiktok.com/@humanembodimentofatwig","https://www.tiktok.com/@humanembodimentofatwig/video/7518910586697076023",8385,525,103
"Sara B.",31000,3700000,1668,"I call everyone babe probably being snarky ASD + limb difference mom SAHM of ✌🏻",,"https://www.tiktok.com/@becomingbochenek","https://www.tiktok.com/@becomingbochenek/video/7315129146559057198",626500,55200,6273
"Leevy 🗡️",3480,191600,190,"Sharpening men daily through their mindset and image 🏆 IG @ leevyuncut",,"https://www.tiktok.com/@leevyuncut","https://www.tiktok.com/@leevyuncut/video/7504426768183446827",7387,470,31
"Lex",30400,224100,265,"@Lex 🖤",,"https://www.tiktok.com/@the.lexonthemoonn","https://www.tiktok.com/@the.lexonthemoonn/video/7484658940215577886",32500,860,43
"Kailee",4478,2700000,128,"(Just relatable) Even what seems like an unanswered prayer is a answered prayer",,"https://www.tiktok.com/@secret.8176","https://www.tiktok.com/@secret.8176/video/7537038691978562829",1400000,217300,761
